date,close,open,high,low,volume
06/12/2016,42.3,42.8,42.85,42.3,407380
05/12/2016,42.6,43,43.2,42.6,320460
02/12/2016,42.95,43.2,43.35,42.9,265850
01/12/2016,43.2,43.2,43.8,43.2,247450
30/11/2016,43.35,43,43.35,42.9,284250
29/11/2016,43.15,43.5,43.5,42.7,488970
28/11/2016,43.5,43.95,43.95,43.2,401290
25/11/2016,43.95,44.4,44.4,43.9,523930
24/11/2016,44.35,43.8,44.75,43.8,1109900
23/11/2016,43.95,43.3,44.1,43.1,933400
22/11/2016,43.1,43,43.35,43,475660
21/11/2016,43.1,43.2,43.4,42.8,398940
18/11/2016,43.1,42.5,43.15,42.5,272520
17/11/2016,42.6,43.05,43.05,42.6,342390
16/11/2016,43.05,43.3,43.4,42.8,483700
15/11/2016,43.2,42.8,43.2,42.7,410010
14/11/2016,42.75,42.7,43,42.6,357500
11/11/2016,43,42.9,43.45,42.8,549240
10/11/2016,42.7,42.6,42.9,42.5,279210
09/11/2016,42.2,42.85,42.85,41.1,1259800
08/11/2016,42.85,42.8,43.25,42.8,357870
07/11/2016,42.8,42.1,42.9,42.1,270420
04/11/2016,42.15,42,42.4,42,216080
03/11/2016,42,42.5,42.5,41.7,819360
02/11/2016,42.6,43.3,43.4,42.6,607470
01/11/2016,43.3,43.6,43.6,43.3,287980
31/10/2016,43.5,43.7,43.9,43.5,366100
28/10/2016,43.6,43.2,43.6,43.15,623240
27/10/2016,43.2,43.3,43.3,43,320770
26/10/2016,43,43.2,43.6,42.9,498350
25/10/2016,43.2,43.2,43.9,42.8,798790
24/10/2016,43.2,43.4,43.6,43.1,683800
21/10/2016,43.4,43.5,43.75,43.4,368030
20/10/2016,43.5,44.1,44.2,43.45,452160
19/10/2016,43.85,43.5,44.15,43.5,484690
18/10/2016,43.6,43.4,43.85,43,461070
17/10/2016,43.4,43.9,43.9,43.4,799570
14/10/2016,43.85,43.9,44.1,43.8,556120
13/10/2016,44,43.7,44.2,43.4,455610
12/10/2016,43.8,44.4,44.6,43.7,737050
11/10/2016,44.5,43.6,44.5,43.15,1576130
10/10/2016,43.6,45.05,45.05,43.6,2105790
